pos	X
58.5	1.36425e-12
58.505	1.59162e-12
58.51	1.819e-12
58.515	1.819e-12
58.52	1.819e-12
58.525	1.13688e-12
58.53	1.819e-12
58.535	1.819e-12
58.54	1.59162e-12
58.545	1.819e-12
58.55	1.819e-12
58.555	1.819e-12
58.56	1.819e-12
58.565	1.819e-12
58.57	1.819e-12
58.575	1.819e-12
58.58	1.59162e-12
58.585	1.59162e-12
58.59	1.59162e-12
58.595	1.59162e-12
58.6	1.59162e-12
58.605	1.819e-12
58.61	1.819e-12
58.615	1.36425e-12
58.62	1.819e-12
58.625	2.27375e-12
58.63	2.27375e-12
58.635	1.819e-12
58.64	1.819e-12
58.645	1.819e-12
58.65	1.819e-12
58.655	1.59162e-12
58.66	1.36425e-12
58.665	1.36425e-12
58.67	1.59162e-12
58.675	2.04638e-12
58.68	1.819e-12
58.685	1.819e-12
58.69	1.819e-12
58.695	1.819e-12
58.7	1.59162e-12
58.705	1.59162e-12
58.71	1.819e-12
58.715	1.819e-12
58.72	1.819e-12
58.725	1.819e-12
58.73	1.819e-12
58.735	1.819e-12
58.74	1.819e-12
58.745	1.819e-12
58.75	1.59162e-12
58.755	1.819e-12
58.76	2.04638e-12
58.765	1.819e-12
58.77	1.59162e-12
58.775	1.819e-12
58.78	1.819e-12
58.785	2.04638e-12
58.79	1.819e-12
58.795	1.819e-12
58.8	1.819e-12
58.805	1.819e-12
58.81	1.819e-12
58.815	1.819e-12
58.82	1.819e-12
58.825	1.819e-12
58.83	1.36425e-12
58.835	1.59162e-12
58.84	1.819e-12
58.845	1.819e-12
58.85	1.819e-12
58.855	1.819e-12
58.86	1.59162e-12
58.865	1.36425e-12
58.87	1.819e-12
58.875	1.36425e-12
58.88	1.819e-12
58.885	1.13688e-12
58.89	1.36425e-12
58.895	1.59162e-12
58.9	1.36425e-12
58.905	1.36425e-12
58.91	1.13688e-12
58.915	1.36425e-12
58.92	1.819e-12
58.925	1.59162e-12
58.93	1.59162e-12
58.935	1.36425e-12
58.94	1.819e-12
58.945	1.819e-12
58.95	1.13688e-12
58.955	1.13688e-12
58.96	1.36425e-12
58.965	1.13688e-12
58.97	1.13688e-12
58.975	1.36425e-12
58.98	1.36425e-12
58.985	1.13688e-12
58.99	1.36425e-12
58.995	1.13688e-12
59.0	1.59162e-12
59.005	1.59162e-12
59.01	1.13688e-12
59.015	1.59162e-12
59.02	1.36425e-12
59.025	1.36425e-12
59.03	1.13688e-12
59.035	1.36425e-12
59.04	1.13688e-12
59.045	1.13688e-12
59.05	1.13688e-12
59.055	1.36425e-12
59.06	1.13688e-12
59.065	1.13688e-12
59.07	1.13688e-12
59.075	1.13688e-12
59.08	9.09502e-13
59.085	1.13688e-12
59.09	1.13688e-12
59.095	1.36425e-12
59.1	1.59162e-12
59.105	1.36425e-12
59.11	1.36425e-12
59.115	1.13688e-12
59.12	1.13688e-12
59.125	1.13688e-12
59.13	1.13688e-12
59.135	1.36425e-12
59.14	1.36425e-12
59.145	1.36425e-12
59.15	1.36425e-12
59.155	1.59162e-12
59.16	1.13688e-12
59.165	1.36425e-12
59.17	1.36425e-12
59.175	1.13688e-12
59.18	1.13688e-12
59.185	1.13688e-12
59.19	1.13688e-12
59.195	6.82124e-13
59.2	1.13688e-12
59.205	1.13688e-12
59.21	6.82124e-13
59.215	9.09502e-13
59.22	1.13688e-12
59.225	1.13688e-12
59.23	1.13688e-12
59.235	1.13688e-12
59.24	1.36425e-12
59.245	1.13688e-12
59.25	1.13688e-12
59.255	1.13688e-12
59.26	1.36425e-12
59.265	1.819e-12
59.27	1.36425e-12
59.275	1.36425e-12
59.28	1.13688e-12
59.285	1.59162e-12
59.29	1.13688e-12
59.295	1.59162e-12
59.3	1.59162e-12
59.305	1.13688e-12
59.31	1.36425e-12
59.315	1.13688e-12
59.32	1.13688e-12
59.325	1.59162e-12
59.33	1.59162e-12
59.335	1.59162e-12
59.34	1.59162e-12
59.345	1.13688e-12
59.35	1.13688e-12
59.355	9.09502e-13
59.36	1.13688e-12
59.365	1.59162e-12
59.37	1.36425e-12
59.375	1.13688e-12
59.38	1.36425e-12
59.385	1.59162e-12
59.39	1.819e-12
59.395	1.36425e-12
59.4	1.36425e-12
59.405	1.59162e-12
59.41	1.819e-12
59.415	2.04638e-12
59.42	2.04638e-12
59.425	1.819e-12
59.43	1.59162e-12
59.435	1.819e-12
59.44	1.819e-12
59.445	1.819e-12
59.45	1.59162e-12
59.455	1.59162e-12
59.46	1.819e-12
59.465	1.819e-12
59.47	1.819e-12
59.475	1.819e-12
59.48	1.819e-12
59.485	1.819e-12
59.49	2.04638e-12
59.495	1.819e-12
59.5	1.36425e-12
59.505	1.819e-12
59.51	1.819e-12
59.515	1.819e-12
59.52	1.819e-12
59.525	2.04638e-12
59.53	2.04638e-12
59.535	2.27375e-12
59.54	1.819e-12
59.545	1.36425e-12
59.55	1.819e-12
59.555	2.04638e-12
59.56	1.819e-12
59.565	1.36425e-12
59.57	1.819e-12
59.575	1.819e-12
59.58	1.36425e-12
59.585	1.59162e-12
59.59	1.819e-12
59.595	1.36425e-12
59.6	1.59162e-12
59.605	1.819e-12
59.61	1.819e-12
59.615	1.819e-12
59.62	1.819e-12
59.625	1.819e-12
59.63	1.819e-12
59.635	2.04638e-12
59.64	2.27375e-12
59.645	2.04638e-12
59.65	1.819e-12
59.655	1.59162e-12
59.66	1.59162e-12
59.665	2.04638e-12
59.67	1.819e-12
59.675	1.819e-12
59.68	1.819e-12
59.685	1.819e-12
59.69	2.27375e-12
59.695	2.27375e-12
59.7	2.04638e-12
59.705	2.27375e-12
59.71	2.04638e-12
59.715	2.04638e-12
59.72	2.27375e-12
59.725	2.04638e-12
59.73	2.04638e-12
59.735	2.27375e-12
59.74	2.27375e-12
59.745	2.27375e-12
59.75	2.27375e-12
59.755	2.27375e-12
59.76	2.04638e-12
59.765	1.819e-12
59.77	2.27375e-12
59.775	2.27375e-12
59.78	2.27375e-12
59.785	2.50112e-12
59.79	2.27375e-12
59.795	2.27375e-12
59.8	2.50112e-12
59.805	2.50112e-12
59.81	2.27375e-12
59.815	2.50112e-12
59.82	2.50112e-12
59.825	2.27375e-12
59.83	2.50112e-12
59.835	2.50112e-12
59.84	2.27375e-12
59.845	2.50112e-12
59.85	2.27375e-12
59.855	2.7285e-12
59.86	2.50112e-12
59.865	2.50112e-12
59.87	2.50112e-12
59.875	2.50112e-12
59.88	2.27375e-12
59.885	2.50112e-12
59.89	2.27375e-12
59.895	2.04638e-12
59.9	2.04638e-12
59.905	1.819e-12
59.91	2.27375e-12
59.915	2.27375e-12
59.92	2.50112e-12
59.925	2.27375e-12
59.93	1.819e-12
59.935	1.819e-12
59.94	2.04638e-12
59.945	2.04638e-12
59.95	2.04638e-12
59.955	2.04638e-12
59.96	1.59162e-12
59.965	1.13688e-12
59.97	1.13688e-12
59.975	6.82124e-13
59.98	4.54751e-13
59.985	-4.54751e-13
59.99	0.0
59.995	-4.54751e-13
60.0	-9.09502e-13
60.005	-1.36425e-12
60.01	-1.59162e-12
60.015	-2.27375e-12
60.02	-2.95587e-12
60.025	-3.18325e-12
60.03	-3.63801e-12
60.035	-4.09275e-12
60.04	-4.5475e-12
60.045	-5.00225e-12
60.05	-5.68437e-12
60.055	-6.36649e-12
60.06	-7.04861e-12
60.065	-7.27601e-12
60.07	-8.18551e-12
60.075	-8.64026e-12
60.08	-8.41288e-12
60.085	-8.86763e-12
60.09	-8.86763e-12
60.095	-8.86763e-12
60.1	-9.095e-12
60.105	-9.54975e-12
60.11	-9.095e-12
60.115	-8.64026e-12
60.12	-7.73076e-12
60.125	-7.27601e-12
60.13	-6.13912e-12
60.135	-4.77487e-12
60.14	-3.18325e-12
60.145	-1.819e-12
60.15	0.0
60.155	2.04638e-12
60.16	3.63801e-12
60.165	6.13912e-12
60.17	8.64026e-12
60.175	1.0914e-11
60.18	1.2733e-11
